Text,Sentiment
in in I had cancelled one order on 28th Oct ORDER 23787351137 Your customer care executive called me and told that refund will be done in 3 4 days And immediately I got message that refund has been initiated But till date I haven t got that refund,neutral
,
Veg lovers never skip tasting our Manchurian varieties You will surely comeback to taste more Order through our delivery partners swiggy Zomato Food Panda and Dineout Also you can visit your nearest branch of Hyderabad Spice food yummy tasty goodeats veg Diwali,positive
,
in,neutral
,
Feeling too lazy to work PowerUp yourself with energizing and nutritious soups delivered straight to your desk Call 919606082724 Order Timings 11am to 9pm Order Online on Zomato OrderOnline on Swiggy,negative
,
in Paise wapas karo mere,negative
,
in IND hats off to your ppl always specially today,positive
,
in I had cancelled one order on 28th Oct ORDER 23787351137 Your customer care executive called me and told that refund will be done in 3 4 days And immediately I got message that refund has been initiated But till date I haven t got that refund,neutral
,
25 Swiggy se karta Hun She u have a good exp with them,positive
,
hubli in Mr I used BENGALURU for more than 15 months but it is difficult to get the change from conductors and I was late for office So I bought bike in my money Better you understand why I m telling this Otherwise please ignore there are other people to take care of it,positive
,
It s been more three months I m not ordering food through in and IND and the main reason is delivery guys are violating traffic rules,positive
,
jain in in Is a big cheat u guys never respond quickly the worst service I have faced in food delivery service,negative
,
Swiggy India expands services in 16 new cities read Applications Asia Cafe Food FoodDelivery FoodDeliveryApp Lifestyle Restaurants Technology,positive
,
I want my refund today itslef You people have harrassed me enough in,neutral
,
in I had cancelled one order on 28th Oct ORDER 23787351137 Your customer care executive called me and told that refund will be done in 3 4 days And immediately I got message that refund has been initiated But till date I haven t got that refund,neutral
,
RT pavan an I kindly request to ban in at least for few months till all delivery guys agree to not to,positive
,
in are you guys insane Your customer care executive called me at 1 30am today to talk to me about my social media escalation I m filling a police complaint for this harassment from Swiggy,negative
,
Uber India Google India and Swiggy reported zero cases of sexual harassment in recent financial years as per regulatory filings Flipkart Paytm and Ola each reported not more than a dozen cases in a year reports,positive
,
one more diaster in 24hrs why dont u people close the company as u always send the same msg and the same reason or u name your company as SHIT swiggy very very bad,negative
,
nishaaa Apparel from flipkart n amazon myntra Sweets from swiggy,neutral
,
2184 in india Forget Delivery boys educated folks as well travel in wrong direction they can afford to buy 1Cr apartment but don t want to follow traffic rules Traffic Police is most likely a spectator if I start taking photos of such cases my phone memory would be over,neutral
,
pavan an in pavan an better atleast u avoid using a ur own vehicle better use a public transport If u already using the Superb,positive
,
Its happy that swiggy gave immediate response for my issue and gave me refund for my order,positive
,
RT station Celebrate this Diwali with wide range of soup from SoupStation Soup Station wishes all a very Happy Diwali Call,positive
,
Worst Customer Service Team Of in The Supervisor I Spoke To Was Showing Attitude Rather Than Being Apologetic My Day Is Ruined As No Breakfast Eaten Thank you for such a lovely day,negative
,
Yes but you get discount on in so it ends up costing the same more or less,positive
,
gm,neutral
,
Sub of the day offer doesn t get picked on swiggy,neutral
,
in kindly see the level of service and your customer Care is too smart asking me to get the refund of rs 50 he spoiled my entire day,positive
,
Finally Swiggy has come to Goa,neutral
,
Swiggy lo pettandi,neutral
,
in don t know to deliver the order correctly so please Stop ordering from swiggy from now 4 items were missing in my order and they are not giving my missing items nor compensation for those wtf is this For there mistake i should face loss,negative
,
in,neutral
,
in haphazard parking unhygienic littering around your outlet in Gulmohar Enclave Bengaluru continues with scant regard to your assurance Do you need more photos of the filth to be posted,negative
,
Celebrate this Diwali with wide range of soup from SoupStation Soup Station wishes all a very Happy Diwali Call 919606082724 from 11am to 9pm Order Online on Zomato OrderOnline on Swiggy,positive
,
in Next time I will take one assistant to note down date and location and to take photograph Now you can refer videos from cameras installed at traffic signals Those are exact locations as I know How can we remember exact date,positive
,
pavan an in Please mention the exact date and time to raise the violation,positive
,
in offered compensation of 75 as if I am a beggar 75 for spoiling my morning Will reconsider ordering again on in,neutral
,
Wishing you all very happy n prosperous dipavali in HappyDeepavali,positive
,
Totally disappointed with in for 50 minutes order not confirmed and no communication from swiggy Had to leave home without breakfast,negative
,
in Dear I took these pics from last Monday Yesterday van violated rules at jayanagara location Bikes violated rules at koramangala forum mall and your cop is busy on phone so I didn t disturbed him in delivery guy photo is from udupi garden BTM BTM,positive
,
Hey in I chatted with 3 execs explaining the same issue 3 times One of them has mailed ccsupport in yet there has been no revert regarding refund Is this something you can look into or do I have chat with another executive explaining the same issue from scratch,neutral
,
rohitchadda committed a resolution n call back in 10 min No response even after 48 hrs in are these ur standards too,neutral
,
pavan an in Please mention the exact location date and time,positive
,
rath in Adding one more issue here in Gulmohar Enclave road kundalhalli gate Bangalore by Swiggy delivery boys they are throwing garbage on the road itself It s against the very basic principle of hygiene this garbage issue is raised with swiggy office many times nothing happened,positive
